txid,timestamp,src_ip,dst_ip,src_port,dst_port,fee,script_type,geo_country,geo_asn,input_addresses,output_addresses,input_amounts,output_amounts
tx_benign_transfer_0542_6917,1788738686,198.51.100.108,104.28.16.5,50848,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_16538403,merchant_wallet_48903840,0.34739,0.34735
tx_benign_transfer_0809_5901,1788824797,198.51.100.124,104.28.16.5,39618,8333,5e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_94715069,merchant_wallet_86348673,2.12843,2.12834
tx_benign_transfer_0353_6818,1788680410,192.0.2.84,104.28.16.5,52059,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_69985944,merchant_wallet_20523679,1.62817,1.6281
tx_benign_transfer_0606_4337,1788759042,198.51.100.223,104.28.16.5,39309,8333,4e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_78281626,merchant_wallet_46613462,2.16853,2.16849
tx_benign_transfer_0471_5699,1788716321,104.28.125.22,104.28.16.5,34155,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_43829709,merchant_wallet_27789051,0.13853,0.13843
tx_benign_transfer_0327_5641,1788672616,192.0.2.154,104.28.16.5,58729,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_35369971,merchant_wallet_10734097,0.64375,0.64367
tx_benign_transfer_0226_4471,1788641440,104.28.207.50,104.28.16.5,34134,8333,3e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_68437492,merchant_wallet_37101146,1.8954,1.89536
tx_benign_transfer_0690_6106,1788784784,104.28.150.112,104.28.16.5,46814,8333,0.0001,p2pkh,US,AS13335 - Cloudflare,benign_user_51766978,merchant_wallet_88338313,0.35281,0.35278
tx_benign_transfer_0468_2279,1788715764,104.28.176.163,104.28.16.5,47668,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_92280717,merchant_wallet_17083242,2.22589,2.22585
tx_benign_transfer_0843_5861,1788834643,192.0.2.27,104.28.16.5,46762,8333,9e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_29036775,merchant_wallet_10162459,0.06281,0.06278
tx_benign_transfer_0418_9784,1788698788,192.0.2.135,104.28.16.5,51017,8333,9e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_79880338,merchant_wallet_24672184,2.06258,2.0625
tx_benign_transfer_0839_4077,1788833854,104.28.18.37,104.28.16.5,32360,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_96586373,merchant_wallet_64023212,0.41567,0.41563
tx_benign_transfer_0623_2410,1788763468,192.0.2.78,104.28.16.5,55222,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_66623671,merchant_wallet_12928205,1.56889,1.5688
tx_benign_transfer_0044_2816,1788584403,104.28.215.232,104.28.16.5,46378,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_94819556,merchant_wallet_79172559,1.60099,1.60092
tx_benign_transfer_0835_5194,1788832211,198.51.100.249,104.28.16.5,30512,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_24286501,merchant_wallet_61268618,0.55601,0.55591
tx_benign_transfer_0079_8775,1788594864,192.0.2.68,104.28.16.5,51482,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_87528776,merchant_wallet_40540334,1.99392,1.99384
tx_benign_transfer_0358_2702,1788681310,104.28.68.159,104.28.16.5,35088,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_51523026,merchant_wallet_40783635,0.99856,0.99848
tx_benign_transfer_0394_7266,1788692536,198.51.100.14,104.28.16.5,39987,8333,7e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_82468141,merchant_wallet_85821325,0.57453,0.57445
tx_benign_transfer_0349_4863,1788678813,185.220.143.111,104.28.16.5,58059,8333,6e-05,p2wpkh,DE,AS205100 - Tor Exit Node,benign_user_30072000,merchant_wallet_73483243,1.71817,1.71808
tx_benign_transfer_0739_4811,1788801720,192.0.2.6,104.28.16.5,50196,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_51452961,merchant_wallet_41728577,1.85712,1.85705
tx_benign_transfer_0263_3793,1788652589,198.51.100.85,104.28.16.5,41715,8333,9e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_46011877,merchant_wallet_22475714,2.22683,2.2268
tx_benign_transfer_0082_9609,1788595980,192.0.2.97,104.28.16.5,40281,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_81555103,merchant_wallet_55946354,1.40661,1.40651
tx_benign_transfer_0244_9759,1788646806,194.26.164.201,104.28.16.5,45588,8333,9e-05,p2sh,SC,AS51852 - Private Layer,benign_user_58116670,merchant_wallet_78090647,1.43439,1.43435
tx_benign_transfer_0407_3572,1788695124,104.28.5.89,104.28.16.5,52423,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_50577537,merchant_wallet_41702866,1.32824,1.32819
tx_benign_transfer_0833_4440,1788831741,104.28.137.30,104.28.16.5,30045,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_91223137,merchant_wallet_59541127,1.97865,1.97858
tx_gather_4_499534,1788560394,198.51.100.211,104.28.16.5,52172,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_74672520,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0033_6940,1788581587,104.28.80.47,104.28.16.5,37018,8333,5e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_35770506,merchant_wallet_40406092,1.67944,1.67937
tx_benign_transfer_0097_4578,1788600602,192.0.2.196,104.28.16.5,38108,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_20988446,merchant_wallet_80532309,1.37759,1.37753
tx_benign_transfer_0479_6132,1788718917,194.26.141.3,104.28.16.5,52046,8333,3e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_11605433,merchant_wallet_65196875,1.30468,1.3046
tx_benign_transfer_0774_6237,1788812849,104.28.198.94,104.28.16.5,56133,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_79759849,merchant_wallet_99086047,1.34365,1.34356
tx_benign_transfer_0873_1934,1788843093,194.26.190.203,104.28.16.5,38022,8333,8e-05,p2sh,SC,AS51852 - Private Layer,benign_user_11066084,merchant_wallet_30744991,1.2698,1.26975
tx_benign_transfer_0090_7504,1788598435,192.0.2.202,104.28.16.5,46232,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_48851599,merchant_wallet_15028625,2.09564,2.09554
tx_benign_transfer_0088_3587,1788598318,104.28.105.168,104.28.16.5,58857,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_97313825,merchant_wallet_36770527,1.92921,1.92918
tx_benign_transfer_0849_6231,1788836553,104.28.127.109,104.28.16.5,45770,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_90764593,merchant_wallet_95443567,0.32756,0.32748
tx_benign_transfer_0668_3742,1788779708,104.28.1.16,104.28.16.5,45800,8333,5e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_61023340,merchant_wallet_57166514,1.16698,1.16689
tx_benign_transfer_0189_7033,1788630313,192.0.2.152,104.28.16.5,46166,8333,0.0001,p2wpkh,NL,AS49981 - WorldStream,benign_user_83357939,merchant_wallet_42900372,0.76673,0.76666
tx_gather_0_221552,1788501776,203.0.113.249,104.28.16.5,53244,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_53261270,gather_deposit_88802305,0.16714,0.16213
tx_scatter_3_7951,1788539717,203.0.113.177,104.28.16.5,48195,8333,0.0005,p2wpkh,IR,AS58224 - TIC,scatter_source_88270025,layer_71894493;layer_95618110;layer_44088261;layer_71682508;layer_44269370;layer_99501846;layer_11261301;layer_72445234;layer_48605268;layer_83363160;layer_31203129;layer_19913576;layer_69287967;layer_56381032;layer_88862539,1.28669,0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575;0.08575
tx_geo_anomaly_12_8438,1788489489,203.0.113.19,104.28.16.5,47648,8333,0.0002,p2wpkh,IR,AS58224 - TIC,previously_benign_wallet_45507920,recipient_93893865,1.61809,1.25162
tx_benign_transfer_0533_7462,1788735486,198.51.100.50,104.28.16.5,46071,8333,5e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_78659862,merchant_wallet_17522583,1.69589,1.69579
tx_benign_transfer_0740_3253,1788801791,194.26.96.128,104.28.16.5,39719,8333,4e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_37432134,merchant_wallet_96173002,1.89554,1.89547
tx_benign_transfer_0752_7313,1788806062,194.26.238.109,104.28.16.5,54106,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_14631527,merchant_wallet_58508204,1.5911,1.59104
tx_benign_transfer_0499_7162,1788724730,192.0.2.200,104.28.16.5,35169,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_20834405,merchant_wallet_10852226,2.31493,2.3149
tx_benign_transfer_0325_9553,1788672121,203.0.113.108,104.28.16.5,42136,8333,9e-05,p2sh,IR,AS58224 - TIC,benign_user_81110769,merchant_wallet_67573535,1.35282,1.35279
tx_benign_transfer_0476_7390,1788718061,194.26.122.68,104.28.16.5,34756,8333,7e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_11592230,merchant_wallet_48761035,1.88355,1.88348
tx_benign_transfer_0280_9975,1788658318,192.0.2.221,104.28.16.5,40286,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_94903891,merchant_wallet_39171224,1.75304,1.75296
tx_benign_transfer_0253_9246,1788650202,194.26.151.79,104.28.16.5,35472,8333,3e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_50024028,merchant_wallet_49034245,0.86743,0.86739
tx_gather_2_814919,1788536941,203.0.113.203,104.28.16.5,45900,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_71327848,gather_deposit_45570755,0.24807,0.24063
tx_benign_transfer_0582_5125,1788752354,192.0.2.128,104.28.16.5,58985,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_26411718,merchant_wallet_52065222,1.25562,1.25558
tx_benign_transfer_0092_8518,1788598964,192.0.2.166,104.28.16.5,38430,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_55246430,merchant_wallet_49597485,0.4901,0.49006
tx_benign_transfer_0538_5979,1788737227,198.51.100.127,104.28.16.5,48326,8333,8e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_13602405,merchant_wallet_10328387,0.73076,0.7307
tx_gather_4_823811,1788569760,198.51.100.95,104.28.16.5,47119,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_11868130,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0191_9680,1788631097,192.0.2.252,104.28.16.5,37804,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_29109045,merchant_wallet_47557512,1.84783,1.84778
tx_benign_transfer_0203_5082,1788634821,104.28.162.206,104.28.16.5,47814,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_58199211,merchant_wallet_74382155,0.50665,0.50656
tx_benign_transfer_0045_6780,1788584414,192.0.2.62,104.28.16.5,48699,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_99686286,merchant_wallet_21490910,1.79918,1.79913
tx_benign_transfer_0072_4524,1788592747,104.28.150.91,104.28.16.5,31594,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_90197611,merchant_wallet_97813295,0.98917,0.98911
tx_benign_transfer_0103_9835,1788602456,192.0.2.35,104.28.16.5,51415,8333,9e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_33954324,merchant_wallet_82109613,2.29362,2.29356
tx_ransom_peel_2_2_6168,1788425705,185.220.55.168,104.28.16.5,56358,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c2_hop_2,addr_cashout_peel_c2_3;addr_peel_change_c2_hop_3,1.24982,0.15029;1.09928
tx_benign_transfer_0710_5278,1788792115,194.26.3.198,104.28.16.5,39813,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_64198613,merchant_wallet_64459981,2.49501,2.49491
tx_benign_transfer_0621_5961,1788763237,192.0.2.159,104.28.16.5,56644,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_63015631,merchant_wallet_50621889,1.7326,1.73251
tx_benign_transfer_0433_7996,1788703366,194.26.156.218,104.28.16.5,40370,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_93650413,merchant_wallet_57493391,1.5159,1.51581
tx_gather_3_476395,1788543788,203.0.113.148,104.28.16.5,49695,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_44088261,gather_deposit_71315464,0.08575,0.08318
tx_benign_transfer_0197_5262,1788632783,185.220.210.254,104.28.16.5,35697,8333,3e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_70693413,merchant_wallet_84618850,0.99665,0.99662
tx_benign_transfer_0111_5927,1788604548,192.0.2.220,104.28.16.5,53185,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_17734153,merchant_wallet_85482164,1.8885,1.88844
tx_benign_transfer_0567_7235,1788746278,104.28.25.110,104.28.16.5,41309,8333,0.0001,p2pkh,US,AS13335 - Cloudflare,benign_user_57146562,merchant_wallet_17576489,1.85772,1.85769
tx_benign_transfer_0154_8973,1788619451,192.0.2.163,104.28.16.5,47608,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_33251181,merchant_wallet_84479105,0.35329,0.35323
tx_benign_transfer_0429_5889,1788701950,104.28.85.236,104.28.16.5,32873,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_33924094,merchant_wallet_31654047,1.63666,1.63663
tx_benign_transfer_0521_4085,1788731275,192.0.2.229,104.28.16.5,58966,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_62436517,merchant_wallet_33999716,0.92668,0.9266
tx_benign_transfer_0775_8546,1788813410,192.0.2.81,104.28.16.5,34741,8333,9e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_39380829,merchant_wallet_77086404,0.56313,0.56307
tx_outlier_high_urgency_8_5526,1788480862,185.220.143.3,104.28.16.5,56928,49152,0.05792,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_21490777,anomalous_recipient_64549859,0.14827,0.16306
tx_benign_transfer_0261_2659,1788652388,192.0.2.232,104.28.16.5,38385,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_49731424,merchant_wallet_45450260,2.37412,2.37404
tx_benign_transfer_0342_9175,1788676479,104.28.189.52,104.28.16.5,37695,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_37753358,merchant_wallet_40763714,2.36832,2.36824
tx_benign_transfer_0575_4489,1788749736,192.0.2.170,104.28.16.5,56997,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_45961754,merchant_wallet_95621026,1.2954,1.29536
tx_benign_transfer_0240_4575,1788645342,192.0.2.120,104.28.16.5,39900,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_63304911,merchant_wallet_88448538,0.94742,0.94737
tx_benign_transfer_0493_1701,1788723555,185.220.104.31,104.28.16.5,36936,8333,9e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_80211929,merchant_wallet_71521428,0.05088,0.05083
tx_benign_transfer_0255_1359,1788650882,104.28.151.130,104.28.16.5,35537,8333,4e-05,p2sh,US,AS13335 - Cloudflare,benign_user_97314051,merchant_wallet_15014834,0.56856,0.56846
tx_benign_transfer_0224_1999,1788640845,198.51.100.216,104.28.16.5,42684,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_81875527,merchant_wallet_73729850,1.04083,1.04075
tx_benign_transfer_0303_4617,1788665512,203.0.113.158,104.28.16.5,57353,8333,5e-05,p2wpkh,IR,AS58224 - TIC,benign_user_34341456,merchant_wallet_86140729,2.13013,2.13009
tx_benign_transfer_0707_9151,1788790675,104.28.82.70,104.28.16.5,42529,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_41378816,merchant_wallet_45651567,1.13337,1.13331
tx_gather_2_883041,1788533356,203.0.113.24,104.28.16.5,54220,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_89212676,gather_deposit_45570755,0.24807,0.24063
tx_benign_transfer_0771_9060,1788811878,185.220.24.204,104.28.16.5,52668,8333,5e-05,p2wpkh,DE,AS205100 - Tor Exit Node,benign_user_87305664,merchant_wallet_90621827,1.6798,1.67972
tx_benign_transfer_0422_3216,1788700465,104.28.101.106,104.28.16.5,40599,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_70891997,merchant_wallet_89230801,1.46776,1.46767
tx_benign_transfer_0304_8557,1788666084,198.51.100.166,104.28.16.5,48011,8333,4e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_19041276,merchant_wallet_43646722,2.12996,2.12986
tx_benign_transfer_0299_6860,1788664186,104.28.238.129,104.28.16.5,33477,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_50446607,merchant_wallet_91411889,1.86742,1.86739
tx_benign_transfer_0109_5923,1788603946,198.51.100.71,104.28.16.5,31997,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_33505978,merchant_wallet_94019376,2.46438,2.46431
tx_benign_transfer_0528_6192,1788733002,104.28.251.89,104.28.16.5,34847,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_31823481,merchant_wallet_81624345,0.4694,0.46933
tx_benign_transfer_0735_7588,1788800716,104.28.168.81,104.28.16.5,30392,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_39540811,merchant_wallet_18860555,0.27365,0.2736
tx_benign_transfer_0106_4943,1788602859,198.51.100.53,104.28.16.5,32204,8333,4e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_69920305,merchant_wallet_90233330,1.05391,1.05383
tx_benign_transfer_0295_9814,1788663144,104.28.137.2,104.28.16.5,50543,8333,3e-05,p2sh,US,AS13335 - Cloudflare,benign_user_94492003,merchant_wallet_38611881,1.2896,1.2895
tx_geo_anomaly_2_4033,1788484003,185.220.50.56,104.28.16.5,55866,8333,0.0002,p2wpkh,DE,AS205100 - Tor Exit Node,previously_benign_wallet_47111151,recipient_80415568,1.50425,1.26422
tx_benign_transfer_0415_4014,1788697578,104.28.219.100,104.28.16.5,46103,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_35938895,merchant_wallet_40369856,2.11688,2.11682
tx_benign_transfer_0805_1175,1788823323,192.0.2.247,104.28.16.5,43893,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_28311107,merchant_wallet_74378331,0.22062,0.22057
tx_benign_transfer_0523_8764,1788731712,104.28.89.108,104.28.16.5,44544,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_49126722,merchant_wallet_35375292,1.04718,1.0471
tx_benign_transfer_0216_3664,1788638393,192.0.2.116,104.28.16.5,32415,8333,9e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_49581964,merchant_wallet_12694823,0.26256,0.2625
tx_benign_transfer_0293_1653,1788662570,104.28.175.227,104.28.16.5,40516,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_61791391,merchant_wallet_44439001,0.60847,0.6084
tx_benign_transfer_0248_9680,1788648515,198.51.100.77,104.28.16.5,43536,8333,3e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_28436852,merchant_wallet_36883353,1.25619,1.2561
tx_benign_transfer_0149_4798,1788617732,104.28.205.104,104.28.16.5,50635,8333,4e-05,p2sh,US,AS13335 - Cloudflare,benign_user_98222374,merchant_wallet_68000104,0.40874,0.40867
tx_benign_transfer_0441_7088,1788706577,194.26.116.213,104.28.16.5,39916,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_33489813,merchant_wallet_25063426,0.68603,0.68599
tx_benign_transfer_0474_7277,1788717383,192.0.2.61,104.28.16.5,51648,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_32452379,merchant_wallet_38300713,2.05609,2.056
tx_benign_transfer_0177_1273,1788626289,192.0.2.151,104.28.16.5,32212,8333,3e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_15345470,merchant_wallet_18115992,0.4402,0.44014
tx_benign_transfer_0300_1504,1788664600,104.28.122.41,104.28.16.5,47480,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_62478133,merchant_wallet_83245898,1.91553,1.91547
tx_ransom_peel_5_3_6413,1788430636,185.220.55.139,104.28.16.5,44335,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c5_hop_3,addr_cashout_peel_c5_4;addr_peel_change_c5_hop_4,1.17497,0.06771;1.10701
tx_benign_transfer_0258_7862,1788651586,194.26.213.231,104.28.16.5,33437,8333,7e-05,p2sh,SC,AS51852 - Private Layer,benign_user_25802066,merchant_wallet_47944260,1.65958,1.65953
tx_benign_transfer_0899_2694,1788851791,104.28.29.118,104.28.16.5,49526,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_47911547,merchant_wallet_45164329,0.21658,0.21654
tx_benign_transfer_0080_3421,1788595263,194.26.211.175,104.28.16.5,37936,8333,3e-05,p2sh,SC,AS51852 - Private Layer,benign_user_24749927,merchant_wallet_35606639,1.46297,1.46293
tx_benign_transfer_0620_8107,1788762729,104.28.137.5,104.28.16.5,30191,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_33049928,merchant_wallet_98020116,2.45564,2.45559
tx_benign_transfer_0232_2609,1788643762,198.51.100.249,104.28.16.5,58472,8333,5e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_69473299,merchant_wallet_53066216,0.76461,0.76456
tx_benign_transfer_0451_3354,1788709991,194.26.221.230,104.28.16.5,50215,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_62623673,merchant_wallet_34609232,1.16884,1.16879
tx_benign_transfer_0511_5041,1788728867,192.0.2.64,104.28.16.5,40724,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_89426243,merchant_wallet_29994374,1.16228,1.16225
tx_benign_transfer_0892_4957,1788849898,198.51.100.2,104.28.16.5,59497,8333,9e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_12084410,merchant_wallet_13522788,0.6686,0.66851
tx_benign_transfer_0875_2787,1788843997,192.0.2.22,104.28.16.5,35907,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_68131630,merchant_wallet_36772544,1.60979,1.6097
tx_benign_transfer_0705_6013,1788789824,198.51.100.109,104.28.16.5,59121,8333,6e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_60211839,merchant_wallet_44162336,1.13568,1.13563
tx_benign_transfer_0562_8635,1788744609,104.28.52.76,104.28.16.5,51695,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_45120118,merchant_wallet_82804811,0.20053,0.20045
tx_benign_transfer_0447_5440,1788708678,192.0.2.37,104.28.16.5,53080,8333,9e-05,p2sh,NL,AS49981 - WorldStream,benign_user_42859865,merchant_wallet_32988138,0.52438,0.52433
tx_benign_transfer_0134_1202,1788612228,192.0.2.75,104.28.16.5,43559,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_85099723,merchant_wallet_42580349,1.49634,1.49626
tx_benign_transfer_0794_5177,1788819308,104.28.67.98,104.28.16.5,51291,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_71212377,merchant_wallet_21174172,1.82547,1.82541
tx_benign_transfer_0162_3078,1788622477,185.220.180.222,104.28.16.5,34348,8333,5e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_53231088,merchant_wallet_43226234,1.96637,1.96628
tx_benign_transfer_0779_7412,1788814409,192.0.2.101,104.28.16.5,32353,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_47898265,merchant_wallet_36184828,0.85015,0.85007
tx_benign_transfer_0440_3719,1788706324,104.28.147.156,104.28.16.5,42765,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_51376831,merchant_wallet_52211394,0.08762,0.08752
tx_benign_transfer_0107_7590,1788602914,194.26.113.60,104.28.16.5,47686,8333,5e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_28808678,merchant_wallet_77631755,2.18181,2.18176
tx_benign_transfer_0417_6323,1788698375,203.0.113.222,104.28.16.5,44992,8333,9e-05,p2pkh,IR,AS58224 - TIC,benign_user_64340297,merchant_wallet_15613827,2.46421,2.46412
tx_benign_transfer_0644_6115,1788771416,192.0.2.134,104.28.16.5,41164,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_13143613,merchant_wallet_13743496,1.35657,1.35653
tx_benign_transfer_0287_7025,1788660697,198.51.100.194,104.28.16.5,49280,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_36369633,merchant_wallet_35970823,2.15251,2.15245
tx_benign_transfer_0564_3689,1788744971,192.0.2.126,104.28.16.5,44112,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_62221499,merchant_wallet_75425092,0.09182,0.09175
tx_benign_transfer_0269_3709,1788654545,192.0.2.20,104.28.16.5,54622,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_54411953,merchant_wallet_47333618,0.40075,0.40066
tx_cioh_consolidation_5_2320,1788459676,192.0.2.36,104.28.16.5,44942,8333,0.0003,p2wsh,NL,AS49981 - WorldStream,clustered_entity_41039390;clustered_entity_61410126;clustered_entity_30509175;clustered_entity_38716269;clustered_entity_18620650;clustered_entity_65682626,vault_target_64707061,1.99222;1.04141;0.50921;1.07147;1.03363;1.16322,6.81086
tx_benign_transfer_0234_9303,1788644292,198.51.100.104,104.28.16.5,34444,8333,8e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_86325904,merchant_wallet_13885356,1.29302,1.29298
tx_benign_transfer_0398_2173,1788693352,192.0.2.69,104.28.16.5,55453,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_87311859,merchant_wallet_22025190,2.49273,2.49266
tx_benign_transfer_0131_2404,1788611206,192.0.2.198,104.28.16.5,50270,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_19865900,merchant_wallet_21010955,2.35345,2.35339
tx_ransom_peel_2_4_9830,1788425814,185.220.93.57,104.28.16.5,44532,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c2_hop_4,addr_cashout_peel_c2_5;addr_peel_change_c2_hop_5,1.49282,0.11569;1.37688
tx_benign_transfer_0589_3627,1788754219,203.0.113.179,104.28.16.5,38551,8333,7e-05,p2pkh,IR,AS58224 - TIC,benign_user_66488286,merchant_wallet_90814633,0.83848,0.83842
tx_benign_transfer_0457_6364,1788712770,104.28.127.166,104.28.16.5,51632,8333,3e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_28645088,merchant_wallet_87949346,1.02043,1.02036
tx_benign_transfer_0060_3852,1788589130,192.0.2.204,104.28.16.5,41845,8333,7e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_36975128,merchant_wallet_28639738,0.733,0.73295
tx_benign_transfer_0348_6981,1788678527,192.0.2.219,104.28.16.5,43126,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_86693314,merchant_wallet_27601200,1.25194,1.2519
tx_benign_transfer_0737_3809,1788801362,194.26.65.246,104.28.16.5,33104,8333,7e-05,p2sh,SC,AS51852 - Private Layer,benign_user_62152370,merchant_wallet_27841755,1.98024,1.98015
